solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3
2.621,8.0779,0.23,26.34,26.74,25.98,84.97,3.6,68.2,100.83,27.67,23.63,24.98,0.1944,1.961,17.86,2021-01-01,6.255171
2.9774,8.0088,0.26,26.68,27.79,25.61,80.64,3.72,320.7,100.68,27.84,23.09,24.88,0.1733,2.1722,15.74,2021-01-02,9.44728
4.3586,8.0462,0.38,27.05,28.01,26.17,82.29,5.9,293.5,100.61,27.52,23.79,25.42,0.2938,3.18,17.69,2021-01-03,13.898806
2.4146,8.1302,0.21,27.26,28.49,26.24,81.03,6.09,283.4,100.66,27.7,23.73,25.49,0.085,1.7698,20.97,2021-01-04,10.430398
5.8481,8.2236,0.51,27.29,28.71,26.14,82.59,5.15,237.7,100.54,28.01,24.07,25.68,2.9503,3.06,9.49,2021-01-05,5.931973
7.4285,8.364,0.64,26.96,27.45,26.37,82.21,3.63,158.8,100.48,28.41,23.69,25.32,7.0217,2.1475,1.98,2021-01-06,2.6623645
7.3248,8.3815,0.63,27.06,27.88,25.9,85.34,4.96,132.3,100.55,28.29,24.4,25.73,6.7922,2.3486,17.56,2021-01-07,1.5133849
6.8064,8.2154,0.59,27.76,28.73,26.86,84.51,4.5,357.3,100.66,28.45,24.91,26.33,5.3016,2.2752,19.11,2021-01-08,6.024031
7.0853,8.226,0.61,27.27,28.03,26.29,82.24,5.65,34.6,100.92,28.15,23.99,25.63,6.0653,2.1938,5.72,2021-01-09,5.3527493
6.1116,8.2243,0.53,27.73,28.49,27.03,83.34,4.69,85.8,100.91,28.34,24.66,26.2,2.0918,4.0092,3.75,2021-01-10,6.441617
5.5678,8.167,0.48,27.64,28.05,27.27,84.52,5.28,70.7,100.83,27.93,24.81,26.23,1.1938,3.8714,2.29,2021-01-11,7.376215
6.3912,8.106,0.55,27.91,28.41,27.39,83.64,4.51,51.5,100.78,28.1,24.89,26.4,2.7139,3.6756,4.87,2021-01-12,6.189083
5.532,8.2164,0.48,27.73,28.19,27.3,86.32,4.04,67.5,100.82,28.18,25.26,26.5,1.243,3.7001,2.39,2021-01-13,6.8609295
6.2544,8.177,0.54,27.92,28.86,27.19,83.96,4.01,44.5,100.78,28.45,24.96,26.44,3.4236,3.1956,2.66,2021-01-14,6.51098
7.3608,8.197,0.64,28.12,28.9,27.29,83.51,4.56,39.1,100.74,28.77,25.07,26.59,6.2839,2.3153,3.4,2021-01-15,3.4836986
7.0231,8.1648,0.61,28.15,28.95,27.35,80.86,4.35,26.9,100.79,28.59,24.55,26.35,6.4834,2.1252,16.23,2021-01-16,4.9836617
6.762,8.1499,0.59,27.85,28.28,27.3,80.98,2.96,65.3,100.9,28.83,24.3,26.07,6.7418,2.2195,12.57,2021-01-17,4.9729323
7.2533,8.1566,0.63,28.09,28.76,27.49,77.54,2.2,70.2,100.92,29.13,23.8,25.94,7.1179,2.0105,4.03,2021-01-18,4.790714
7.063,8.171,0.61,28.12,28.96,27.5,79.21,2.97,95.2,100.94,29.22,24.19,26.16,7.2106,1.9166,1.56,2021-01-19,6.5209637
6.7212,8.1574,0.59,28.04,28.89,26.97,80.76,2.55,23.9,100.77,29.55,24.44,26.24,5.4946,2.1739,2.66,2021-01-20,1.2944028
5.5457,8.0885,0.48,28.65,29.38,27.89,80.18,3.85,325.1,100.6,29.41,24.91,26.78,2.689,2.7156,7.24,2021-01-21,3.4601727
4.8907,8.1046,0.43,28.1,28.84,27.36,82.77,2.16,340.5,100.62,29.34,24.91,26.51,1.2384,3.264,10.94,2021-01-22,3.6085765
4.5775,8.1122,0.4,28.31,29.03,27.56,81.77,3.46,34.5,100.66,29.21,24.91,26.61,1.4424,3.0485,6.58,2021-01-23,5.1680403
4.3567,8.0081,0.38,27.36,27.75,26.91,84.65,3.93,66.5,100.53,28.86,24.57,25.97,0.3187,3.1334,26.82,2021-01-24,4.686214
5.964,8.0542,0.52,27.84,28.66,26.71,82.89,2.9,50.7,100.22,29.28,24.68,26.26,1.8094,3.787,19.84,2021-01-25,3.8843987
6.4711,8.1494,0.57,28.26,29.36,27.27,80.88,3.35,25.6,99.99,29.5,24.68,26.47,4.631,3.0936,24.3,2021-01-26,5.204239
6.2282,8.2123,0.55,28.85,30.07,27.69,83.37,5.1,319.7,99.79,29.3,25.75,27.3,6.0756,3.0264,22.04,2021-01-27,11.414592
5.5399,8.2027,0.49,29.06,30.6,28.02,82.0,6.87,284.5,99.72,29.12,25.66,27.36,0.7594,3.9725,36.45,2021-01-28,5.9117475
2.8109,8.0683,0.25,28.11,28.94,27.36,85.34,10.09,318.7,99.75,28.56,25.43,26.77,0.3506,1.9447,88.58,2021-01-29,8.324207
5.3664,8.0705,0.47,28.0,28.47,27.55,87.41,11.55,17.0,99.66,28.51,25.73,26.86,2.0506,3.1003,72.26,2021-01-30,9.514125
0.7505,7.9529,0.07,28.25,29.14,27.79,89.39,18.93,17.0,98.53,28.5,26.35,27.3,0.4788,0.4178,80.0,2021-01-31,9.288375
5.2541,7.993,0.46,28.56,29.83,27.47,84.2,12.11,314.0,99.52,28.57,25.64,27.1,1.2744,3.7426,12.74,2021-02-01,6.8673105
6.7541,8.1014,0.6,28.09,29.61,27.02,84.98,4.37,256.5,99.89,28.71,25.34,26.72,5.3942,2.7278,3.53,2021-02-02,5.2197323
6.1222,7.9481,0.54,27.82,29.32,26.58,82.79,3.01,188.2,100.25,28.91,24.62,26.22,5.4394,2.3206,8.88,2021-02-03,7.6697545
4.1983,7.9142,0.37,27.73,28.76,27.18,84.01,1.82,178.0,100.37,28.55,24.78,26.25,0.9883,2.7622,15.41,2021-02-04,5.4298325
5.351,7.8274,0.48,27.57,28.22,26.93,84.42,2.92,156.0,100.28,28.79,24.72,26.14,2.1437,3.4013,5.55,2021-02-05,5.9437256
3.8287,7.873,0.34,27.38,27.88,26.99,86.25,4.84,159.9,100.18,28.35,24.9,26.14,0.7438,2.5375,15.76,2021-02-06,5.3780622
5.1288,7.9315,0.46,27.56,28.04,26.9,88.34,6.05,173.1,99.94,28.17,25.48,26.52,2.6923,2.8548,27.8,2021-02-07,4.324278
6.1742,7.9742,0.55,27.78,28.17,27.03,89.31,4.96,81.3,99.83,28.3,25.88,26.83,5.2747,2.2872,14.87,2021-02-08,3.0839686
6.1524,7.9522,0.55,28.03,29.3,26.76,86.81,6.88,261.7,99.83,28.24,25.63,26.83,2.9678,3.2054,7.21,2021-02-09,4.9261217
7.3303,8.0678,0.66,28.63,29.9,27.4,79.96,5.29,299.5,100.33,28.76,24.81,26.72,6.2796,2.3779,5.42,2021-02-10,7.171046
4.1851,7.9226,0.38,28.24,29.39,27.23,82.15,4.69,324.5,100.64,28.58,24.9,26.57,1.6872,2.2774,12.48,2021-02-11,3.7118893
4.7938,7.8168,0.43,26.86,27.11,26.63,85.71,4.15,343.9,100.78,28.03,24.28,25.57,1.8233,2.6076,21.88,2021-02-12,8.641571
4.0445,7.8067,0.36,27.04,27.38,26.52,86.53,4.74,38.6,100.84,28.03,24.62,25.83,0.2455,2.9222,10.86,2021-02-13,5.2185383
6.3614,7.8526,0.57,27.47,27.99,26.8,83.91,3.63,53.6,100.81,28.54,24.53,26.0,3.876,3.1798,7.41,2021-02-14,6.7249
7.0716,7.8506,0.64,27.47,28.19,26.52,82.56,2.86,64.9,100.75,28.88,24.26,25.86,7.0901,1.7693,2.53,2021-02-15,7.5593505
6.3103,7.7954,0.57,27.93,28.37,27.42,84.25,4.57,52.7,100.78,28.62,25.04,26.49,3.9264,3.0473,6.12,2021-02-16,4.773952
6.733,7.8965,0.61,28.07,28.85,27.36,81.8,5.42,61.1,100.87,28.85,24.68,26.37,4.525,3.0175,1.79,2021-02-17,4.8012652
6.5045,7.9102,0.59,27.92,28.66,27.23,81.31,4.2,93.3,100.93,28.91,24.44,26.18,4.1292,3.491,1.44,2021-02-18,4.9819846
6.822,7.8137,0.62,27.39,28.29,26.72,83.08,4.02,119.4,100.9,28.97,24.28,25.84,5.5222,2.4586,0.41,2021-02-19,5.235208
6.4102,7.7292,0.59,27.25,27.63,26.8,84.13,4.4,115.5,100.81,28.52,24.36,25.81,5.0585,2.3098,4.73,2021-02-20,5.617146
3.4358,7.6553,0.32,27.4,28.3,26.66,82.27,7.78,110.8,100.67,28.35,24.12,25.76,0.5064,2.3174,22.49,2021-02-21,8.569181
6.6804,7.7938,0.61,27.33,28.06,26.75,79.03,8.35,114.6,100.55,28.19,23.39,25.36,5.7149,2.4511,2.38,2021-02-22,10.718573
6.9823,7.8895,0.64,27.72,28.67,26.93,77.9,7.54,112.7,100.41,28.33,23.52,25.62,6.4255,2.58,3.0,2021-02-23,9.051022
6.5539,7.8636,0.61,27.58,28.3,26.97,78.38,6.38,120.8,100.36,28.46,23.5,25.54,6.0727,2.9191,0.76,2021-02-24,6.3164334
6.605,7.8084,0.61,27.44,28.27,26.72,78.61,5.76,110.1,100.36,28.51,23.41,25.43,5.9842,2.1127,3.2,2021-02-25,6.241784
6.6554,7.6819,0.62,26.36,27.39,24.96,80.15,5.6,92.8,100.28,27.77,22.67,24.51,6.1147,1.9562,8.22,2021-02-26,3.6366644
4.3354,7.7179,0.4,26.72,27.91,24.95,84.67,8.36,355.1,100.24,27.59,23.95,25.34,1.4047,2.4502,11.39,2021-02-27,5.697146
4.6726,7.6392,0.44,27.29,28.01,26.58,87.33,8.98,342.2,100.25,27.83,25.01,26.15,1.1657,3.0667,29.27,2021-02-28,4.847976
2.214,7.5451,0.21,27.69,28.82,27.05,83.89,10.91,354.1,100.43,27.93,24.73,26.21,0.1394,1.5898,15.25,2021-03-01,7.558011
2.8622,7.41,0.27,27.96,29.08,27.15,79.48,9.66,347.4,100.59,28.1,24.09,26.03,0.4303,1.8269,9.42,2021-03-02,9.090158
3.911,7.4458,0.37,27.85,28.91,27.08,78.62,7.09,338.0,100.78,28.18,23.8,25.83,0.6917,2.4809,4.7,2021-03-03,6.9238515
5.7989,7.4364,0.55,27.93,29.32,26.78,78.3,4.61,349.2,100.76,28.48,23.81,25.87,3.8765,2.4386,5.32,2021-03-04,6.707818
5.9971,7.4338,0.57,27.9,29.0,26.89,80.42,5.28,345.3,100.78,28.23,24.23,26.07,3.0379,3.4327,6.2,2021-03-05,5.048747
6.161,7.3493,0.59,28.23,29.39,27.34,80.01,5.96,343.1,100.76,28.49,24.46,26.34,4.4899,2.5495,1.26,2021-03-06,5.6894116
5.8788,7.4028,0.56,28.44,29.73,27.28,80.75,4.33,310.7,100.82,28.69,24.81,26.62,4.3814,2.3098,5.57,2021-03-07,8.386607
6.1313,7.314,0.59,27.17,27.73,26.57,83.46,2.52,196.2,100.9,28.59,24.14,25.65,5.5128,2.3222,21.11,2021-03-08,7.5946255
3.5318,7.2948,0.34,26.43,26.87,26.04,83.45,6.84,146.4,100.92,27.87,23.41,24.92,0.797,2.2716,20.65,2021-03-09,7.305758
6.2282,7.4539,0.6,26.44,27.22,25.72,77.89,6.62,119.8,101.0,27.9,22.29,24.37,5.077,2.5486,1.48,2021-03-10,7.8909607
7.0901,7.4405,0.69,26.86,27.68,26.14,73.52,5.72,104.8,101.1,27.95,21.74,24.3,7.0922,1.8763,0.19,2021-03-11,5.6181192
5.8618,7.3778,0.57,27.04,27.79,26.2,75.31,5.15,110.8,101.06,28.05,22.31,24.67,4.8888,2.2603,1.87,2021-03-12,5.938489
5.0191,7.2398,0.49,26.75,27.62,25.87,77.8,5.34,110.4,101.02,28.06,22.57,24.66,2.6417,2.5579,2.59,2021-03-13,4.4151278
2.8452,7.1194,0.28,26.6,27.33,25.98,80.55,4.22,80.9,100.99,27.59,22.99,24.8,0.3497,1.9531,29.64,2021-03-14,3.0541544
2.8272,7.1136,0.28,26.32,26.96,25.77,83.0,3.34,10.0,100.94,27.6,23.22,24.77,0.1656,2.0726,33.97,2021-03-15,4.3898325
6.1474,7.2806,0.61,26.44,27.92,25.48,76.22,2.78,236.0,100.9,27.79,21.9,24.17,5.5752,1.8811,343.45,2021-03-16,2.6512055
7.0822,7.355,0.7,26.17,27.2,25.24,78.51,3.11,139.2,100.94,27.87,22.15,24.16,7.999,1.2922,49.35,2021-03-17,0.5857856
6.6492,7.343,0.66,26.39,27.26,25.6,80.14,4.53,129.7,100.95,27.78,22.72,24.55,7.4666,1.5835,0.47,2021-03-18,1.3581029
6.7435,7.236,0.67,26.13,26.84,25.4,80.54,4.16,131.5,100.91,27.83,22.54,24.33,7.6027,1.5641,0.23,2021-03-19,3.221686
6.4457,7.1158,0.65,26.41,27.45,25.5,77.25,3.15,144.7,100.81,27.99,22.12,24.27,6.0341,2.5022,0.02,2021-03-20,6.2217965
6.2969,7.0562,0.64,26.73,27.76,25.71,76.3,3.39,151.4,100.79,27.68,22.22,24.48,5.3678,2.4432,0.36,2021-03-21,7.066227
5.375,6.9775,0.54,27.21,28.38,26.42,75.98,2.13,205.2,100.8,27.98,22.6,24.9,3.0979,3.2134,1.27,2021-03-22,4.6699996
4.3646,6.9766,0.44,26.81,27.9,25.88,82.13,3.27,15.4,100.72,27.76,23.53,25.17,2.4667,2.9638,41.12,2021-03-23,5.877972
2.0148,6.8338,0.21,27.12,28.66,26.05,83.13,5.66,289.2,100.58,28.04,24.0,25.56,0.1769,1.4856,36.3,2021-03-24,5.0144706
3.6401,6.9091,0.37,26.59,27.38,25.93,82.89,4.97,347.6,100.78,27.51,23.45,25.02,0.6665,2.5416,90.84,2021-03-25,8.305498
5.274,6.822,0.54,26.77,27.15,26.13,83.72,4.19,56.2,100.99,27.68,23.8,25.29,2.1677,3.0756,14.3,2021-03-26,4.289355
4.9946,6.8138,0.52,27.48,28.19,26.86,82.71,5.72,93.8,100.96,28.11,24.29,25.88,4.0462,1.9992,2.43,2021-03-27,3.6569147
6.2434,6.791,0.65,27.44,28.06,26.83,84.24,6.38,95.5,100.85,28.04,24.56,26.0,6.492,1.6056,14.32,2021-03-28,5.25516
4.4527,6.7382,0.47,27.76,28.37,27.18,83.56,6.41,79.3,100.75,27.95,24.74,26.25,2.2942,2.3671,16.32,2021-03-29,5.78418
4.7498,6.732,0.5,27.82,28.38,27.35,84.71,6.33,90.0,100.63,28.0,25.03,26.43,2.6986,2.3234,4.92,2021-03-30,5.2067647
4.8187,6.7205,0.51,27.98,28.75,27.27,83.74,5.85,80.2,100.61,28.12,24.99,26.49,3.3514,2.3083,20.87,2021-03-31,5.946216
4.9702,6.7063,0.53,28.07,28.69,27.53,83.77,6.17,88.7,100.69,28.07,25.08,26.58,2.0674,3.1572,12.99,2021-04-01,7.1354833
4.9867,6.6833,0.53,28.01,28.72,27.3,83.95,5.61,93.6,100.8,28.28,25.06,26.54,1.6668,3.4759,5.34,2021-04-02,8.102632
4.0596,6.6228,0.43,27.96,28.74,27.35,82.31,4.88,106.0,100.81,28.34,24.67,26.31,0.4445,2.927,5.3,2021-04-03,8.1355295
2.3762,6.5102,0.26,26.82,27.55,25.75,85.72,5.75,140.3,100.75,27.61,24.25,25.54,0.1058,1.7832,18.45,2021-04-04,6.5878396
5.7074,6.7394,0.62,26.12,26.75,25.63,80.38,7.23,138.1,100.84,27.39,22.49,24.31,4.7954,2.2944,4.53,2021-04-05,4.839869
6.5503,6.7807,0.71,26.3,27.11,25.52,73.93,5.54,131.4,100.95,27.41,21.29,23.8,7.5576,1.247,0.15,2021-04-06,3.3481982
5.8642,6.7411,0.64,25.96,26.8,25.26,77.67,4.76,136.5,100.88,27.52,21.77,23.86,6.5796,1.6198,0.01,2021-04-07,3.6387746
5.4907,6.6163,0.6,25.63,26.47,24.9,80.13,4.54,125.1,100.89,27.47,21.95,23.79,5.3321,1.9234,0.26,2021-04-08,1.2719071
4.3274,6.456,0.48,25.96,26.72,25.13,82.62,4.12,112.9,100.84,27.62,22.79,24.38,3.839,1.9046,5.5,2021-04-09,2.8197854
4.8566,6.3389,0.54,26.8,27.78,25.59,84.24,4.17,63.5,100.84,27.84,23.94,25.37,4.5679,1.8206,4.73,2021-04-10,7.0712643
5.3986,6.2945,0.6,27.64,28.6,26.86,84.14,3.84,35.4,100.87,28.38,24.72,26.18,6.2993,1.669,0.85,2021-04-11,4.946216
6.1495,6.3538,0.69,26.96,27.47,26.09,85.44,4.55,92.0,100.86,28.23,24.33,25.64,7.057,1.243,1.04,2021-04-12,2.0428176
6.1505,6.3739,0.69,26.68,27.67,25.79,78.12,3.76,119.8,100.79,28.0,22.55,24.62,6.7454,1.5518,0.13,2021-04-13,2.0494256
6.1637,6.2774,0.7,26.75,27.87,25.78,78.24,3.45,129.5,100.76,28.24,22.66,24.71,7.0742,1.3366,0.02,2021-04-14,3.0955257
6.0353,6.2902,0.69,26.97,28.29,26.15,78.19,2.94,130.6,100.77,28.44,22.85,24.91,7.075,1.2262,1.94,2021-04-15,0.7748113
5.0021,6.2323,0.57,26.88,27.69,26.09,81.22,4.36,113.0,100.92,28.3,23.41,25.14,4.9157,1.7849,2.72,2021-04-16,1.8596537
5.1667,6.1822,0.59,27.1,27.81,26.36,77.48,3.51,113.6,100.92,28.41,22.83,24.97,5.4578,1.6548,1.58,2021-04-17,0.80864733
4.3954,6.0905,0.51,27.35,28.3,26.51,79.17,4.17,107.6,100.93,28.46,23.43,25.39,5.123,1.5036,2.48,2021-04-18,3.5370533
4.6181,6.0331,0.54,27.32,27.95,26.65,83.03,5.61,93.0,101.06,28.07,24.2,25.76,4.5058,1.8276,3.69,2021-04-19,4.8889675
3.4757,6.0233,0.41,27.55,28.18,26.98,80.1,5.37,82.3,101.13,27.96,23.83,25.69,1.44,1.9354,2.99,2021-04-20,4.026518
5.7756,6.0005,0.68,27.67,28.73,26.76,78.58,4.12,91.5,101.07,28.43,23.62,25.65,6.8602,1.1784,0.93,2021-04-21,1.1923972
5.1859,6.072,0.61,27.35,28.04,26.65,81.15,4.92,116.5,101.05,28.35,23.84,25.59,4.6771,2.3678,0.63,2021-04-22,4.2624464
5.3066,5.9246,0.63,27.65,28.32,27.04,83.93,4.75,80.7,101.04,28.6,24.71,26.18,5.874,1.465,4.12,2021-04-23,5.0120406
5.2922,5.8982,0.63,27.54,28.27,26.87,82.23,3.57,97.3,101.07,28.65,24.25,25.89,6.5143,1.2977,5.98,2021-04-24,5.2856493
5.0474,5.8373,0.6,27.43,28.1,26.77,79.79,3.38,90.4,101.03,28.52,23.65,25.54,6.0132,1.536,4.5,2021-04-25,5.5008726
4.8665,5.7778,0.59,27.54,28.25,26.83,77.43,3.3,68.4,100.87,28.09,23.25,25.39,3.8693,2.0962,3.73,2021-04-26,5.930794
4.2756,5.6357,0.52,27.4,28.72,26.38,82.39,3.84,332.5,100.47,28.08,24.13,25.76,2.185,2.9146,11.39,2021-04-27,4.958032
3.9514,5.729,0.48,27.42,28.61,26.53,81.23,2.23,188.4,100.36,28.4,23.9,25.66,0.8023,2.946,14.68,2021-04-28,9.2510395
4.7664,5.6957,0.58,27.01,27.59,26.26,86.72,6.81,172.9,100.63,28.09,24.61,25.81,3.9466,2.3273,2.46,2021-04-29,8.192295
3.899,5.6626,0.48,27.23,28.16,26.24,84.67,5.19,174.2,100.96,28.11,24.44,25.84,1.5701,2.4062,26.9,2021-04-30,5.039123
2.6436,5.4816,0.33,27.29,27.86,26.78,83.87,3.17,86.0,101.07,27.89,24.35,25.82,0.3439,1.8725,60.25,2021-05-01,4.880377
1.5744,5.4655,0.2,26.63,26.85,26.27,83.41,8.17,121.3,101.1,27.37,23.6,25.12,0.0809,1.1962,72.49,2021-05-02,8.366364
2.5966,5.5111,0.32,26.22,26.89,25.83,81.47,7.65,106.5,101.02,27.24,22.82,24.52,1.0106,1.5288,43.33,2021-05-03,6.261317
3.2674,5.4708,0.41,25.95,26.23,25.57,82.64,5.94,67.1,100.97,27.15,22.79,24.37,1.1174,2.171,41.11,2021-05-04,5.4169645
3.5695,5.3794,0.45,26.68,27.35,26.16,85.69,6.09,38.2,101.03,27.36,24.1,25.39,1.045,2.4329,14.7,2021-05-05,7.0756416
4.0721,5.4451,0.52,26.79,27.46,25.99,82.73,2.96,27.8,101.03,27.5,23.62,25.21,2.1715,2.7161,0.51,2021-05-06,6.3517013
4.4455,5.5486,0.57,26.76,27.71,25.64,84.87,7.35,128.6,101.04,27.61,24.02,25.39,5.1706,1.6152,5.92,2021-05-07,10.591635
3.6934,5.4454,0.47,27.04,27.62,26.6,83.46,11.25,115.9,101.12,27.5,24.02,25.53,3.113,1.8166,11.16,2021-05-08,14.501665
3.1553,5.4326,0.41,26.45,26.9,26.14,77.17,11.05,109.1,101.2,27.12,22.14,24.29,0.6922,2.2356,2.42,2021-05-09,14.784625
3.5028,5.4598,0.45,26.74,27.31,26.23,74.79,10.23,101.1,101.1,26.93,21.91,24.32,2.0698,2.0887,2.36,2021-05-10,16.41038
3.6924,5.3006,0.48,26.67,27.25,26.19,79.76,9.85,105.7,101.15,27.13,22.91,24.79,4.8194,1.9956,7.16,2021-05-11,13.261342
4.6322,5.4504,0.61,26.41,27.09,25.91,77.95,8.45,117.3,101.14,26.98,22.26,24.34,5.4958,1.47,3.88,2021-05-12,8.01193
4.7654,5.4682,0.63,26.05,26.76,25.55,73.4,6.76,110.9,101.1,26.76,20.93,23.49,5.2759,1.4198,2.07,2021-05-13,7.7865963
3.1896,5.3172,0.42,26.29,26.98,25.78,76.08,5.75,82.6,101.05,26.79,21.75,24.02,0.8074,2.4156,0.96,2021-05-14,8.611874
3.1356,5.2562,0.42,26.45,27.22,25.8,79.37,5.42,66.9,101.09,26.98,22.61,24.53,1.8348,1.8811,2.12,2021-05-15,5.80296
4.0505,5.1794,0.54,26.81,27.47,26.17,86.74,5.65,73.3,101.1,27.34,24.44,25.62,4.3747,1.6692,2.92,2021-05-16,4.197478
4.885,5.1938,0.65,26.87,27.54,26.24,86.01,5.04,84.1,101.18,27.54,24.35,25.61,6.313,1.0884,0.69,2021-05-17,2.5222597
5.0642,5.2838,0.68,26.76,27.75,25.96,81.86,5.32,106.6,101.1,27.55,23.39,25.08,6.5489,1.1316,1.06,2021-05-18,4.7211585
4.4923,5.1847,0.61,26.8,27.34,26.23,85.16,6.37,106.5,101.0,27.47,24.12,25.46,4.823,1.6109,9.53,2021-05-19,4.629861
1.2386,5.0513,0.17,27.12,27.66,26.65,86.44,8.97,87.9,100.82,27.38,24.68,25.9,0.3744,0.8304,23.89,2021-05-20,5.320409
3.2467,5.0134,0.44,27.32,27.75,26.84,88.82,8.48,42.1,100.61,27.29,25.33,26.32,1.3118,2.0256,49.55,2021-05-21,4.983423
2.677,5.0009,0.37,27.17,28.24,26.39,84.87,5.45,331.3,100.49,27.26,24.4,25.79,1.2106,1.5994,3.8,2021-05-22,7.7194643
2.1994,4.9901,0.3,26.35,27.83,24.81,84.59,3.11,249.0,100.59,27.26,23.55,24.95,1.2862,1.5545,17.36,2021-05-23,5.1797853
3.6326,5.0117,0.5,24.91,25.6,24.25,80.15,4.77,188.1,100.81,26.53,21.25,23.08,2.6378,1.986,5.47,2021-05-24,3.8943853
1.6344,4.9085,0.23,23.68,24.96,22.21,77.88,4.92,204.1,100.88,25.83,19.59,21.64,0.2165,1.2228,1.97,2021-05-25,5.1251163
4.6188,5.1631,0.64,22.93,24.32,20.97,74.43,4.16,270.0,100.92,25.71,18.12,20.52,5.8387,1.2216,1.67,2021-05-26,5.2984743
4.9286,5.2464,0.69,25.03,26.2,24.14,67.24,3.23,241.2,100.96,26.19,18.54,21.78,6.4519,1.2046,0.17,2021-05-27,2.5044928
4.211,5.0794,0.59,24.88,26.21,23.78,70.48,2.67,196.7,100.96,26.31,19.15,22.01,4.7676,1.5475,0.11,2021-05-28,11.665733
4.099,4.8984,0.57,25.15,25.61,24.5,79.45,2.29,131.5,100.89,26.64,21.36,23.25,3.8964,1.7489,2.22,2021-05-29,4.423665
2.958,4.8242,0.42,25.99,27.02,25.0,76.13,2.16,206.6,100.86,27.13,21.45,23.72,2.4276,1.5101,0.53,2021-05-30,3.6472158
1.5067,4.7957,0.21,25.56,26.56,24.3,79.6,2.5,156.5,100.98,26.71,21.76,23.66,0.5215,1.0978,15.53,2021-05-31,4.812357
0.8698,4.7914,0.12,24.62,25.41,24.1,87.53,3.39,145.6,101.11,26.33,22.44,23.53,0.0492,0.6991,19.56,2021-06-01,4.528392
2.2896,4.9534,0.32,24.39,24.97,23.94,83.12,5.97,166.0,101.2,26.02,21.35,22.87,0.3641,1.7508,2.88,2021-06-02,6.1162453
2.6642,4.9757,0.38,24.67,25.51,24.04,77.85,6.15,148.5,101.2,25.98,20.56,22.62,1.8799,1.7446,4.76,2021-06-03,5.3854985
3.6818,4.9522,0.52,24.74,25.6,23.9,76.57,5.42,148.7,101.12,26.06,20.36,22.55,3.8124,1.5617,3.17,2021-06-04,3.90159
3.4308,4.9334,0.49,24.9,25.76,24.13,73.93,5.48,122.8,101.11,26.0,19.94,22.42,3.1094,1.7786,1.72,2021-06-05,2.9656348
3.7529,4.8934,0.54,25.08,26.13,23.82,69.71,2.1,91.5,100.99,26.31,19.16,22.12,3.7421,1.745,0.04,2021-06-06,3.7297242
3.0818,4.8058,0.44,25.37,26.6,24.44,80.01,3.44,227.0,100.88,26.45,21.68,23.52,2.6318,1.5881,0.64,2021-06-07,7.6707673
4.1734,4.8761,0.6,24.64,25.67,23.53,78.07,4.84,197.2,101.04,26.1,20.55,22.6,5.3515,1.3596,0.35,2021-06-08,3.5068233
3.5069,4.9802,0.51,24.14,25.13,23.24,74.57,4.28,172.2,101.18,25.9,19.33,21.73,2.2831,2.0695,0.02,2021-06-09,7.94158
4.6159,5.0023,0.67,24.16,25.19,23.4,74.52,5.14,135.4,101.39,25.8,19.36,21.76,5.8092,1.3169,0.02,2021-06-10,3.148507
4.3627,4.963,0.63,24.18,25.27,23.14,73.68,7.42,120.7,101.56,25.64,19.19,21.69,5.6534,1.265,0.39,2021-06-11,6.5367336
4.0363,4.8598,0.58,25.21,26.29,24.08,74.59,8.67,109.8,101.51,25.96,20.38,22.8,4.675,1.3536,3.03,2021-06-12,11.157511
2.7756,4.7832,0.4,25.2,25.88,24.57,79.15,9.51,102.0,101.42,25.94,21.35,23.28,1.8439,1.8041,2.7,2021-06-13,11.449572
3.6269,4.7388,0.53,25.58,26.38,24.87,81.84,7.78,99.5,101.35,26.18,22.27,23.92,2.7444,1.8252,0.79,2021-06-14,7.121784
4.2202,4.7465,0.61,25.89,26.73,25.21,82.8,6.37,92.3,101.37,26.31,22.76,24.33,5.1002,1.3346,0.23,2021-06-15,5.8428354
2.1134,4.7285,0.31,25.9,26.56,25.49,85.32,5.03,104.1,101.35,26.28,23.27,24.58,0.7961,1.5341,0.71,2021-06-16,7.3110657
4.1616,4.7906,0.61,26.03,26.83,25.3,87.31,5.14,110.6,101.15,26.58,23.78,24.9,5.5759,1.201,2.25,2021-06-17,3.1428514
4.512,4.7966,0.66,26.24,27.24,25.46,79.73,4.21,104.7,101.1,26.66,22.46,24.35,6.1188,1.164,0.39,2021-06-18,2.2421033
4.5842,4.8394,0.67,26.03,26.83,25.4,77.04,4.73,100.7,101.12,26.38,21.7,23.87,6.359,1.1357,0.06,2021-06-19,4.1360126
4.7278,4.8564,0.69,25.79,26.78,25.05,72.25,2.58,69.9,101.2,26.42,20.42,23.1,6.6775,0.9922,0.04,2021-06-20,4.707751
4.3152,4.8629,0.63,25.28,26.08,24.48,73.92,1.95,104.8,101.31,26.24,20.31,22.79,5.4473,1.7971,0.0,2021-06-21,6.7228003
