solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3,year,month,day_of_week,day_of_year,wet_season,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_7,pm25_lag_14,temperature_mean_c_lag_1,relative_humidity_pct_lag_1,precipitation_mm_lag_1,wind_speed_10m_m_s_lag_1,solar_all_sky_kwh_m2_day_lag_1,pm25_rolling_mean_3,pm25_rolling_std_3,pm25_rolling_mean_7,pm25_rolling_std_7,pm25_rolling_mean_14,pm25_rolling_std_14,dry_day,solar_clear_sky_ratio,target_pm25_next_day
8.0522,8.6628,0.7,25.11,26.4,23.76,74.14,6.46,177.4,100.42,27.4,20.18,22.65,7.9843,2.2706,0.52,2023-12-11,5.2977495,2023,12,0,345,1,5.0064273,5.1456866,7.982919,3.4781208,4.1307116,25.98,79.1,1.53,8.1,6.1493,6.045011043548584,1.6797215111218404,4.476908479418073,1.80246885118333,4.209155133792332,1.3479132787115693,1,0.9295147065613888,3.64534
7.8108,8.6002,0.68,25.53,27.17,23.86,74.64,4.14,199.4,100.45,27.69,20.69,23.11,7.8922,2.0081,1.1,2023-12-12,3.64534,2023,12,1,346,1,5.2977495,5.0064273,5.1456866,2.6334774,3.7260647,25.11,74.14,0.52,6.46,8.0522,5.149954477945964,0.14570800090844122,4.736855438777378,1.7652459695034373,4.292514988354275,1.378430348018513,0,0.9082114369433271,4.287372
7.5346,8.4926,0.65,26.07,27.34,24.95,75.55,4.51,171.7,100.55,27.8,21.4,23.74,6.8333,2.3146,0.17,2023-12-13,4.287372,2023,12,2,347,1,3.64534,5.2977495,5.0064273,3.9606504,4.009337,25.53,74.64,1.1,4.14,7.8108,4.649838924407959,0.8820321870340517,4.881407226834979,1.5977849522935241,4.286748937198094,1.3811482684788419,1,0.8871959117349223,2.7849226
7.5247,8.3381,0.65,25.92,27.08,24.82,80.23,4.62,135.3,100.61,27.87,22.26,24.09,6.8196,2.4473,4.89,2023-12-14,2.7849226,2023,12,3,348,1,4.287372,3.64534,5.2977495,3.1310775,4.424798,26.07,75.55,0.17,4.51,7.5346,4.410153865814209,0.8330191188677838,4.928081750869751,1.570951707752762,4.306608591760908,1.3788495290330807,0,0.9024477998584809,4.083528
7.6469,8.3695,0.66,26.7,27.87,25.63,80.33,5.93,108.0,100.59,28.11,23.04,24.87,7.4002,2.1862,2.55,2023-12-15,4.083528,2023,12,4,349,1,2.7849226,4.287372,3.64534,7.982919,3.1819026,25.92,80.23,4.89,4.62,7.5247,3.572544892628988,0.7538653569436369,4.878631046840122,1.640839468761789,4.189474633761814,1.4364864381219802,0,0.9136627038652249,4.725216
5.2025,8.2214,0.45,27.3,28.32,26.37,82.67,6.85,123.1,100.62,28.39,24.09,25.7,1.6747,3.2938,2.69,2023-12-16,4.725216,2023,12,5,350,1,4.083528,2.7849226,4.287372,5.1456866,5.1067133,26.7,80.33,2.55,5.93,7.6469,3.7186075846354165,0.8149931530102854,4.321575164794922,0.9108173924042948,4.253876447677612,1.4077633594513763,0,0.6327997664631329,3.7286937
7.3378,8.2162,0.63,27.85,28.71,27.12,88.47,6.07,105.8,100.53,28.6,25.76,26.81,6.389,2.3158,8.15,2023-12-17,3.7286937,2023,12,6,351,1,4.725216,4.083528,2.7849226,5.0064273,3.0102854,27.3,82.67,2.69,6.85,5.2025,3.864555517832438,0.9885070859235491,4.26150791985648,0.8598487820469294,4.226626634597778,1.393606396831847,0,0.8930892626761763,4.049895
3.1325,8.1698,0.27,27.69,28.07,27.31,87.82,7.63,95.0,100.59,27.93,25.51,26.6,0.8947,2.0414,34.14,2023-12-18,4.049895,2023,12,0,352,1,3.7286937,4.725216,4.083528,5.2977495,3.4781208,27.85,88.47,8.15,6.07,7.3378,4.179145892461141,0.5050952364704607,4.078974553516933,0.8095056785538484,4.277941516467503,1.3581489198799588,0,0.38342431883277434,8.615501
6.3504,8.1096,0.55,27.6,28.01,27.14,86.56,8.2,101.1,100.67,27.69,25.18,26.39,4.9486,2.3486,19.93,2023-12-19,8.615501,2023,12,1,353,1,4.049895,3.7286937,4.725216,3.64534,2.6334774,27.69,87.82,34.14,7.63,3.1325,4.167934815088908,0.5086395580734387,3.9007095949990407,0.6089309084754051,4.31878251688821,1.34073259701573,0,0.7830719147676827,6.902489
4.9202,8.1617,0.42,27.71,28.52,26.94,84.69,7.22,104.0,100.68,28.26,24.91,26.31,0.9062,3.2441,1.65,2023-12-20,6.902489,2023,12,2,354,1,8.615501,4.049895,3.7286937,4.287372,3.9606504,27.6,86.56,19.93,8.2,6.3504,5.464696645736694,2.733399074784984,4.6107326575687955,1.8645777008491948,4.746069942201887,1.674097393229805,0,0.6028400945881374,5.267438
7.0798,8.2042,0.61,27.66,28.37,27.15,88.46,6.57,105.4,100.71,27.97,25.6,26.63,5.8022,2.4139,12.19,2023-12-21,5.267438,2023,12,3,355,1,6.902489,8.615501,4.049895,2.7849226,3.1310775,27.71,84.69,1.65,7.22,4.9202,6.522628466288249,2.3063849456226446,4.9843208108629495,2.0424866053151187,4.956201280866351,1.7508001405388178,0,0.862948246020331,9.983272
5.9635,8.2166,0.51,27.32,27.99,26.24,83.32,8.39,112.3,100.81,27.55,24.24,25.78,3.6562,3.0067,7.06,2023-12-22,9.983272,2023,12,4,356,1,5.267438,6.902489,8.615501,4.083528,7.982919,27.66,88.46,12.19,6.57,7.0798,6.928476174672444,1.6741830069357209,5.338965858731951,1.7978181333009007,5.108798452786037,1.6707599307977423,0,0.7257868217997712,7.4529324
7.7342,8.3873,0.67,26.69,27.78,25.67,75.16,6.74,121.2,100.85,27.83,21.93,24.31,6.6818,2.4518,0.23,2023-12-23,7.4529324,2023,12,5,357,1,9.983272,5.267438,6.902489,4.725216,5.1456866,27.32,83.32,7.06,8.39,5.9635,7.38439957300822,2.394566767246279,6.1817863668714255,2.3949226527267844,5.251680765833173,1.9904156314363242,1,0.9221322714103467,8.479031
6.6569,8.395,0.57,27.05,28.04,25.91,75.92,7.29,105.2,100.86,27.85,22.45,24.75,4.7258,2.7907,1.35,2023-12-24,8.479031,2023,12,6,358,1,7.4529324,9.983272,5.267438,3.7286937,5.0064273,26.69,75.16,0.23,6.74,7.7342,7.567880630493164,2.360017291363971,6.571460144860404,2.3397016242220774,5.416484032358442,2.074698109578508,0,0.7929600952948184,5.4113374
7.9978,8.5054,0.69,27.06,28.31,26.11,76.07,6.8,118.4,100.98,28.01,22.48,24.77,8.1254,2.1638,0.73,2023-12-25,5.4113374,2023,12,0,359,1,8.479031,7.4529324,9.983272,4.049895,5.2977495,27.05,75.92,1.35,7.29,6.6569,8.638411521911621,1.2726766577534734,7.250079699925014,2.048538291460123,5.664527126720974,2.224107927041088,1,0.9403202671244151,8.748571
7.1525,8.3844,0.62,27.22,28.21,26.28,79.77,7.56,113.5,101.11,28.04,23.42,25.32,5.9249,2.3657,4.68,2023-12-26,8.748571,2023,12,1,360,1,5.4113374,8.479031,7.4529324,8.615501,3.64534,27.06,76.07,0.73,6.8,7.9978,7.1144334475199384,1.5616086506835398,7.444571495056152,1.73464959883799,5.672640545027597,2.2228738601473035,0,0.853072372501312,6.5079393
6.7714,8.2531,0.58,27.31,28.44,26.49,81.27,7.26,123.4,101.18,28.16,23.83,25.57,5.1547,2.5903,1.94,2023-12-27,6.5079393,2023,12,2,361,1,8.748571,5.4113374,8.479031,6.902489,4.287372,27.22,79.77,4.68,7.56,7.1525,7.546313126881917,1.8538484708087817,7.463581493922642,1.7502792450642695,6.037157075745719,2.2824813980207503,0,0.8204674607117326,5.2181334
7.3337,8.4264,0.63,27.06,28.08,26.3,81.98,6.88,126.9,101.11,28.23,23.73,25.39,6.7272,2.1571,0.21,2023-12-28,5.2181334,2023,12,3,362,1,6.5079393,8.748571,5.4113374,5.267438,2.7849226,27.31,81.27,1.94,7.26,6.7714,6.889282703399658,1.7009849493190352,7.407217230115618,1.777500747898847,6.195769020489284,2.228039106039405,1,0.8703242191208583,3.6449847
7.3423,8.3741,0.63,27.3,28.32,26.24,83.63,6.14,114.6,101.05,28.38,24.29,25.79,6.6766,2.2762,0.26,2023-12-29,3.6449847,2023,12,4,363,1,5.2181334,6.5079393,8.748571,9.983272,4.083528,27.06,81.98,0.21,6.88,7.3337,6.824881394704183,1.7864314213982677,7.400173732212612,1.7874627521818207,6.369569795472281,2.0273715728484594,1,0.8767867591741202,4.7061663
7.4983,8.2788,0.65,27.47,28.54,26.65,82.02,5.71,102.4,101.13,28.38,24.13,25.8,5.5435,2.79,0.2,2023-12-30,4.7061663,2023,12,5,364,1,3.6449847,5.2181334,6.5079393,7.4529324,4.725216,27.3,83.63,0.26,6.14,7.3423,5.123685836791992,1.4338122428577604,6.494704178401402,1.8645849701479402,6.338245272636414,2.0683828910040387,1,0.9057230516499976,4.687472
4.2984,8.2104,0.37,27.55,28.32,26.84,84.79,6.55,106.8,101.18,28.18,24.77,26.16,1.8864,2.3894,2.16,2023-12-31,4.687472,2023,12,6,365,1,4.7061663,3.6449847,5.2181334,8.479031,3.7286937,27.47,82.02,0.2,5.71,7.4983,4.523094813028972,0.8023936675324472,6.102309022630964,1.9175901357711604,6.336884583745684,2.069531597494712,0,0.5235311312481731,2.7853274
6.4466,8.1636,0.56,27.31,28.08,26.31,82.14,6.28,105.9,101.14,28.24,24.0,25.66,5.2464,1.9975,3.65,2024-01-01,2.7853274,2024,1,0,1,1,4.687472,4.7061663,3.6449847,5.4113374,4.049895,27.55,84.79,2.16,6.55,4.2984,4.346207618713379,0.607348773907477,5.560657773699079,1.6513715371817608,6.405368736812046,1.9909552224072515,0,0.7896761232789455,2.9567175
7.2658,8.3042,0.63,27.05,28.03,26.06,81.34,5.53,118.4,101.07,28.43,23.6,25.32,6.2878,2.4005,2.38,2024-01-02,2.9567175,2024,1,1,2,1,2.7853274,4.687472,4.7061663,8.748571,8.615501,27.31,82.14,3.65,6.28,6.4466,4.05965518951416,1.1036397919967638,5.185513496398926,1.9603229764305257,6.315042495727539,2.1298781666232802,0,0.8749548421280797,1.5780941
7.5898,8.3035,0.66,27.4,28.53,26.36,82.16,4.79,141.8,100.94,28.65,24.09,25.75,6.6202,2.4533,1.03,2024-01-03,1.5780941,2024,1,2,3,1,2.9567175,2.7853274,4.687472,6.5079393,6.902489,27.05,81.34,2.38,5.53,7.2658,3.4765055974324546,1.0522229405816241,4.358105795724051,1.325212092935697,5.910843644823347,2.1956585616962645,0,0.9140482928885411,2.2254553
7.1966,8.1043,0.62,27.95,28.85,27.06,80.38,4.2,77.9,100.77,28.88,24.25,26.1,6.2926,2.2898,0.76,2024-01-04,2.2254553,2024,1,3,4,1,1.5780941,2.9567175,2.7853274,5.2181334,5.267438,27.4,82.16,1.03,4.79,7.5898,2.4400463501612344,0.7513753169939417,3.653842193739755,1.3020427942333477,5.530529711927686,2.456331389783881,1,0.8879977296003356,4.011383
5.5572,8.053,0.48,27.54,28.0,26.91,83.97,4.23,49.6,100.78,28.62,24.61,26.07,2.4792,2.9885,2.18,2024-01-05,4.011383,2024,1,4,5,1,2.2254553,1.5780941,2.9567175,3.6449847,9.983272,27.95,80.38,0.76,4.2,7.1966,2.2534223000208535,0.6897370600811369,3.226316741534642,1.1892384518860646,5.313245236873627,2.611066017792211,0,0.6900782317148888,3.0503032
4.6906,7.9908,0.41,27.31,28.11,26.58,82.55,3.14,71.9,100.85,28.64,24.08,25.69,0.5498,3.2777,5.82,2024-01-06,3.0503032,2024,1,5,6,1,4.011383,2.2254553,1.5780941,4.7061663,7.4529324,27.54,83.97,2.18,4.23,5.5572,2.6049774885177612,1.2602585386283616,3.278659360749381,1.2184413927428233,4.886681769575391,2.2526559396669277,0,0.5870000500575662,2.7344704
5.0494,8.0371,0.44,27.61,28.47,26.89,81.13,3.27,76.8,100.88,28.43,24.08,25.85,1.6644,2.983,21.2,2024-01-07,2.7344704,2024,1,6,7,1,3.0503032,4.011383,2.2254553,4.687472,8.479031,27.31,82.55,5.82,3.14,4.6906,3.0957138538360596,0.8938294559726041,3.042107496942793,1.0432536950614908,4.572208259786878,2.172734859904648,0,0.6282614375832078,3.401432
6.4097,8.0885,0.55,27.59,28.97,26.18,81.42,3.89,66.1,100.85,28.7,24.1,25.84,3.8237,2.9935,16.21,2024-01-08,3.401432,2024,1,0,8,1,2.7344704,3.0503032,4.011383,2.7853274,5.4113374,27.61,81.13,21.2,3.27,5.0494,3.265385548273722,0.6650727852466838,2.763107282774789,0.7497553480422048,4.1618825282369345,1.9039832101077796,0,0.792446065401496,6.709769
5.5507,8.0333,0.48,28.11,28.71,27.5,79.81,3.75,56.4,100.81,28.52,24.3,26.21,2.8982,2.9868,8.0,2024-01-09,6.709769,2024,1,1,9,1,3.401432,2.7344704,3.0503032,2.9567175,8.748571,27.59,81.42,16.21,3.89,6.4097,3.062068541844686,0.33363645539948605,2.8511222260338918,0.7879865520227851,4.018317861216409,1.8781245346517268,0,0.6909613732837065,3.575522
5.628,8.0191,0.49,27.11,27.67,26.53,84.4,2.8,79.4,100.81,28.32,24.26,25.68,2.8598,2.5697,5.14,2024-01-10,3.575522,2024,1,2,10,1,6.709769,3.401432,2.7344704,1.5780941,6.5079393,28.11,79.81,8.0,3.75,5.5507,4.281890392303467,2.128885750267196,3.3872724090303694,1.66289609384603,3.8726891023772105,1.5298887387314886,0,0.7018243942587074,6.7080917
5.0453,7.8811,0.44,27.1,27.69,26.3,84.36,3.7,79.4,100.82,28.31,24.26,25.68,1.3248,3.1954,7.71,2024-01-11,6.7080917,2024,1,3,11,1,3.575522,6.709769,3.401432,2.2254553,5.2181334,27.11,84.4,5.14,2.8,5.628,4.562240918477376,1.8618495470134295,3.672619240624564,1.459662782829406,3.6632307171821594,1.328875154371285,0,0.6401771326337694,3.7370143
6.701,7.9361,0.58,27.59,28.52,26.48,84.9,4.71,98.4,100.82,28.52,24.84,26.22,4.1042,3.0766,13.33,2024-01-12,3.7370143,2024,1,4,12,1,6.7080917,3.575522,6.709769,4.011383,3.6449847,27.1,84.36,7.71,3.7,5.0453,5.664460817972819,1.8090743244510719,4.3129958765847345,1.6848801509542037,3.769656309059688,1.5102650228476329,0,0.8443694005871901,3.3807907
6.2081,8.1206,0.54,27.59,28.19,26.82,86.06,4.36,95.0,100.72,28.42,25.07,26.33,3.7584,2.7458,14.5,2024-01-13,3.3807907,2024,1,5,13,1,3.7370143,6.7080917,3.575522,3.0503032,4.7061663,27.59,84.9,13.33,4.71,6.701,4.673542658487956,1.7638204006382994,4.273800339017596,1.6962191877831363,3.7762298498834883,1.5098808726956412,0,0.7644878457256853,5.2331333
5.9477,7.9867,0.52,27.7,28.31,26.95,87.79,6.51,90.7,100.54,28.04,25.51,26.6,4.8701,2.8193,21.07,2024-01-14,5.2331333,2024,1,6,14,1,3.3807907,3.7370143,6.7080917,2.7344704,4.687472,27.59,86.06,14.5,4.36,6.2081,4.608632246653239,1.8268884531800276,4.3210128375462125,1.6607164646724482,3.6815601672445024,1.4884876355535874,0,0.7447005646887952,4.9091253
4.7897,7.9841,0.42,28.11,28.61,27.59,87.06,7.23,90.4,100.47,28.18,25.77,26.94,1.0051,2.9719,33.74,2024-01-15,4.9091253,2024,1,0,15,1,5.2331333,3.3807907,3.7370143,3.401432,2.7853274,27.7,87.79,21.07,6.51,5.9477,4.116979440053304,0.9828903379680246,4.677964687347412,1.5259324718829053,3.7205359850611006,1.5235836808568195,0,0.5999048108114878,3.0337048
2.4101,8.0227,0.21,28.29,28.88,27.78,86.67,4.81,92.7,100.32,28.47,25.86,27.08,0.1476,1.7998,33.57,2024-01-16,3.0337048,2024,1,1,16,1,4.9091253,5.2331333,3.3807907,6.709769,2.9567175,28.11,87.06,33.74,7.23,4.7897,4.507683118184407,0.9892725448664058,4.89334944316319,1.418331469046837,3.8722358345985413,1.529025426057345,0,0.300410086379897,3.1308076
4.4894,8.0734,0.39,28.82,30.11,27.84,84.32,2.31,339.9,100.24,29.07,25.92,27.37,0.6014,3.0274,12.88,2024-01-17,3.1308076,2024,1,2,17,1,3.0337048,4.9091253,5.2331333,3.575522,1.5780941,28.29,86.67,33.57,4.81,2.4101,4.3919878005981445,1.1874110124788402,4.368197441101074,1.3101139732368376,3.8777349250657216,1.5256141503744092,0,0.5560730299502069,5.456471
5.395,7.9793,0.47,28.85,29.93,28.0,86.33,5.43,356.5,100.25,28.62,26.34,27.59,4.2338,2.3342,8.12,2024-01-18,5.456471,2024,1,3,18,1,3.1308076,3.0337048,4.9091253,6.7080917,2.2254553,28.82,84.32,12.88,2.31,4.4894,3.6912125746409097,1.0558602410177775,4.304666825703213,1.3646084815413124,3.9886430331638882,1.3965568927006187,0,0.6761244720714848,2.252378
4.301,8.0107,0.37,28.44,29.22,27.81,86.34,4.29,345.0,100.35,28.41,25.95,27.2,3.2525,2.1658,21.87,2024-01-19,2.252378,2024,1,4,19,1,5.456471,3.1308076,3.0337048,3.7370143,4.011383,28.85,86.33,8.12,5.43,5.395,3.8736611207326255,1.3716131006449488,4.125863858631679,1.0407806220855367,4.2194298676082065,1.3489265513115183,0,0.5369068870385859,2.9589486
4.41,7.9728,0.38,27.92,28.35,27.64,88.66,6.56,4.8,100.5,28.15,25.89,26.91,1.3464,2.8274,13.54,2024-01-20,2.9589486,2024,1,5,20,1,2.252378,5.456471,3.1308076,3.3807907,3.0503032,28.44,86.34,21.87,4.29,4.301,3.6132188638051352,1.6556247757795979,3.9137729576655795,1.2611643624922066,4.093786648341587,1.4480713830943068,0,0.5531306441902468,6.5595317
4.8434,8.0299,0.42,28.48,29.27,27.76,84.51,4.68,335.2,100.57,28.44,25.63,27.05,2.1593,2.6273,9.12,2024-01-21,6.5595317,2024,1,6,21,1,2.9589486,2.252378,5.456471,5.2331333,2.7344704,27.92,88.66,13.54,6.56,4.41,3.5559325218200684,1.6834028918999537,3.8535098007747104,1.300346826401451,4.087261319160461,1.4533315330028918,0,0.6031706496967584,4.06272
5.6942,8.0426,0.5,28.79,29.81,27.84,83.43,3.69,311.7,100.53,28.7,25.71,27.25,3.942,2.736,10.8,2024-01-22,4.06272,2024,1,0,22,1,6.5595317,2.9589486,2.252378,4.9091253,3.401432,28.48,84.51,9.12,4.68,4.8434,3.9236194292704263,2.3099427680476254,4.042995282581875,1.597564364529574,4.360479984964643,1.5366107147482502,0,0.7080048740457067,2.667388
4.3207,7.9279,0.38,28.67,29.42,27.86,84.31,2.78,319.7,100.59,28.69,25.77,27.22,0.1092,3.222,30.43,2024-01-23,2.667388,2024,1,1,23,1,4.06272,6.5595317,2.9589486,3.0337048,6.709769,28.79,83.43,10.8,3.69,5.6942,4.527066707611084,1.844658002268862,3.9220802102770125,1.5524784492160126,4.407714826720102,1.5148722890533532,0,0.5449993062475561,3.882093
4.7918,7.9838,0.42,28.92,30.16,27.92,82.0,2.95,313.3,100.71,28.9,25.54,27.23,3.241,2.6436,11.81,2024-01-24,3.882093,2024,1,2,24,1,2.667388,4.06272,6.5595317,3.1308076,3.575522,28.67,84.31,30.43,2.78,4.3207,4.429879824320476,1.9718774168684443,3.8697492395128523,1.5930582742241741,4.1189733403069635,1.4249150274665776,0,0.6001903855306997,3.2995188
1.7856,7.9946,0.16,26.82,27.62,25.83,81.3,5.67,31.6,100.56,28.04,23.36,25.09,0.3732,1.1822,42.86,2024-01-25,3.2995188,2024,1,3,25,1,3.882093,2.667388,4.06272,5.456471,6.7080917,28.92,82.0,11.81,2.95,4.7918,3.537400245666504,0.7588461941143811,3.9770757130214145,1.559940857003479,4.1408712693623135,1.4182610286853399,0,0.22335076176419083,3.7159111
7.0044,8.0628,0.61,27.65,28.27,27.05,85.43,8.91,123.7,100.12,28.31,25.0,26.32,7.0498,1.6356,11.25,2024-01-26,3.7159111,2024,1,4,26,1,3.2995188,3.882093,2.667388,2.252378,3.7370143,26.82,81.3,42.86,5.67,1.7856,3.2829999128977456,0.6075209537344048,3.6689396926334927,1.426319928902135,3.8974017756325856,1.2227461521733038,0,0.8687304658431315,6.1232796
7.3068,8.321,0.64,27.27,28.47,26.16,77.61,4.69,192.8,100.4,28.63,23.02,25.14,7.1393,2.0544,0.03,2024-01-27,6.1232796,2024,1,5,27,1,3.7159111,3.2995188,3.882093,2.9589486,3.3807907,27.65,85.43,11.25,8.91,7.0044,3.632507642110189,0.3001087516534918,3.878015858786447,1.2842572812333297,3.895894408226013,1.222972069532921,1,0.8781156111044346,12.795418
7.2197,8.287,0.63,27.0,28.54,25.7,74.73,3.63,176.0,100.55,28.9,22.12,24.56,6.876,2.5368,0.05,2024-01-28,12.795418,2024,1,6,28,1,6.1232796,3.7159111,3.2995188,6.5595317,5.2331333,27.27,77.61,0.03,4.69,7.3068,4.379569848378499,1.5243812978812048,4.330063138689313,1.4526985188254207,4.091786469732012,1.34742689046002,1,0.8712079160130323,11.7969
7.0733,8.2709,0.62,28.01,30.15,25.73,71.05,2.68,239.7,100.52,29.19,22.21,25.11,6.0473,2.1996,0.29,2024-01-29,11.7969,2024,1,0,29,1,12.795418,6.1232796,3.7159111,4.06272,4.9091253,27.0,74.73,0.05,3.63,7.2197,7.544869502385457,4.70372710043862,5.2209040096827914,3.507100297986973,4.631949646132333,2.6885501924695263,1,0.8552031822413523,9.460848
4.2979,7.9865,0.38,28.76,30.33,26.92,78.61,2.43,284.9,100.4,29.51,24.66,26.71,0.8052,2.8051,3.59,2024-01-30,9.460848,2024,1,1,30,1,11.7969,12.795418,6.1232796,2.667388,3.0337048,28.01,71.05,0.29,2.68,7.0733,10.238532384236654,3.5987134963056406,6.325786863054548,4.226020234331319,5.12393353666578,3.3031329882129987,0,0.5381456207349903,6.248563
4.0613,7.9006,0.36,29.09,29.91,28.22,82.42,2.97,323.0,100.46,29.31,25.8,27.45,0.5998,2.8488,4.5,2024-01-31,6.248563,2024,1,2,31,1,9.460848,11.7969,12.795418,3.882093,3.1308076,28.76,78.61,3.59,2.43,4.2979,11.351055145263672,1.7114094324161024,7.296281133379255,4.020928440231899,5.583015186446054,3.434307947172203,0,0.5140495658557578,2.5968633
4.9236,7.872,0.43,28.76,30.27,27.84,85.54,6.9,345.7,100.35,28.78,26.1,27.43,1.7446,2.9669,6.63,2024-02-01,2.5968633,2024,2,3,32,1,6.248563,9.460848,11.7969,3.2995188,5.456471,29.09,82.42,4.5,2.97,4.0613,9.16877015431722,2.785676373115226,7.634348256247384,3.778187400906547,5.805711984634399,3.363416780097368,0,0.6254573170731708,15.831332
6.7884,7.9111,0.6,28.69,29.7,27.94,86.65,3.13,347.8,100.33,29.16,26.25,27.47,5.1031,3.3077,16.09,2024-02-02,15.831332,2024,2,4,33,1,2.5968633,6.248563,9.460848,3.7159111,2.252378,28.76,85.54,6.63,6.9,4.9236,6.102091312408447,3.434335673815686,7.5339688914162775,3.9192511376262695,5.601454292024885,3.471356258917803,0,0.8580854748391501,4.3625407
6.7786,7.8545,0.6,28.75,29.49,28.25,86.33,4.42,170.3,100.45,29.45,26.24,27.49,6.3259,2.4149,0.64,2024-02-03,4.3625407,2024,2,5,34,1,15.831332,2.5968633,6.248563,6.1232796,2.9589486,28.69,86.65,16.09,3.13,6.7884,8.225586096445719,6.835148704206728,9.264743328094482,4.572796170349797,6.571379593440464,4.269008211065594,1,0.8630211980393405,5.4121256
6.9367,7.9908,0.61,28.69,29.45,28.02,81.28,4.02,151.2,100.54,29.59,25.17,26.93,6.9367,2.3357,342.77,2024-02-04,5.4121256,2024,2,6,35,1,4.3625407,15.831332,2.5968633,12.795418,6.5595317,28.75,86.33,0.64,4.42,6.7786,7.596912066141765,7.185656581339518,9.013209206717354,4.816338492609181,6.671636172703335,4.193458244260391,0,0.8680857986684687,4.460297
6.3082,7.9788,0.56,28.67,29.44,27.86,81.5,5.11,159.3,100.46,29.5,25.2,26.93,5.8793,1.889,93.94,2024-02-05,4.460297,2024,2,0,36,1,5.4121256,4.3625407,15.831332,11.7969,4.06272,28.69,81.28,342.77,4.02,6.9367,8.535332838694254,6.340276979852621,7.958453178405762,4.655781860508942,6.589678594044277,4.207008415231946,0,0.7906201433799569,4.6119766
3.2119,7.8026,0.29,28.79,29.73,27.92,84.24,7.06,105.9,100.16,29.1,25.88,27.33,0.2177,2.3726,18.32,2024-02-06,4.6119766,2024,2,1,37,1,4.460297,5.4121256,4.3625407,9.460848,2.667388,28.67,81.5,93.94,5.11,6.3082,4.744987805684407,0.5798221215588802,6.91036708014352,4.469747579986681,6.6180769715990335,4.189945949755913,0,0.41164483633660576,5.565532
5.1014,7.8816,0.45,27.68,28.13,26.89,82.51,6.44,124.0,100.16,28.75,24.45,26.07,1.9171,2.9566,4.45,2024-02-07,5.565532,2024,2,2,38,1,4.6119766,4.460297,5.4121256,6.248563,3.882093,28.79,84.24,18.32,7.06,3.2119,4.8281331062316895,0.5114069636626097,6.217671189989362,4.383505330767623,6.7569761616843085,4.079685178020962,0,0.6472543645960211,2.6097062
5.5008,8.0462,0.49,27.32,28.22,26.31,81.15,4.6,143.5,100.17,28.9,23.81,25.57,3.7018,2.5726,5.06,2024-02-08,2.6097062,2024,2,3,39,1,5.565532,4.6119766,4.460297,2.5968633,3.2995188,27.68,82.51,4.45,6.44,5.1014,4.879268646240234,0.599140989671584,6.120095389229911,4.390299868480672,6.8772218227386475,4.01269105883732,0,0.6836519102184881,4.800725
6.395,7.9068,0.57,27.7,28.33,26.95,79.68,3.3,179.1,100.32,29.16,23.88,25.79,5.9827,2.0335,3.52,2024-02-09,4.800725,2024,2,4,40,1,2.6097062,5.565532,4.6119766,15.831332,3.7159111,27.32,81.15,5.06,4.6,5.5008,4.262404998143514,1.5086010545132538,6.1219300883156915,4.38858447181777,6.8279494898659845,4.063909697773093,0,0.8087974907674407,5.504546
5.8658,7.7506,0.52,28.72,29.91,27.86,76.72,2.64,324.5,100.25,29.51,24.19,26.45,3.2304,3.1339,12.49,2024-02-10,5.504546,2024,2,5,41,1,4.800725,2.6097062,5.565532,4.3625407,6.1232796,27.7,79.68,3.52,3.3,6.395,4.325321118036906,1.5341882306253127,4.546129056385586,0.970317232043854,6.905436192240034,4.0099923684592005,0,0.7568188269295281,6.1907597
5.4017,7.6123,0.48,29.43,30.21,28.62,87.1,6.67,357.6,99.98,29.3,27.06,28.25,1.6469,3.3221,16.02,2024-02-11,6.1907597,2024,2,6,42,1,5.504546,4.800725,2.6097062,5.4121256,12.795418,28.72,76.72,12.49,2.64,5.8658,4.304992437362671,1.5097475706702563,4.709272691181728,1.0285621796309494,6.861240948949542,4.02266543046254,0,0.7096015658867885,5.8604712
5.2608,7.7172,0.47,29.28,29.61,28.91,88.15,8.24,11.7,99.9,29.25,27.13,28.2,0.9698,3.5659,8.04,2024-02-12,5.8604712,2024,2,0,43,1,6.1907597,5.504546,4.800725,4.460297,11.7969,29.43,87.1,16.02,6.67,5.4017,5.498676935831706,0.6950359240598278,4.820506129946027,1.151942724296577,6.3894796541758945,3.6425176364337633,0,0.6816980251904835,3.7900066
6.5671,7.6855,0.59,29.45,30.35,28.67,83.91,4.33,16.8,100.04,29.69,26.45,27.95,4.973,2.3263,5.08,2024-02-13,3.7900066,2024,2,1,44,1,5.8604712,6.1907597,5.504546,4.6119766,9.460848,29.28,88.15,8.04,8.24,5.2608,5.851925690968831,0.3431865520816852,5.020531007221767,1.1995512694349013,5.965449043682644,3.293415124849128,0,0.8544792141044825,4.427772
