date,pm25_ug_m3,pm10_ug_m3,provider_us_aqi,dust_ug_m3,aerosol_optical_depth,temperature_mean_c,relative_humidity_pct,precipitation_mm,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_hpa,shortwave_radiation_w_m2,project_aqi,aqi_category,year,month,month_name,day_of_week,day_of_year,season
2026-07-22,2.6333333333333333,4.375,30.0,0.0,0.0658333333333333,20.4,97.20833333333331,18.4,1.31625,108.58333333333331,1006.2666666666668,31.83333333333333,14.0,Good,2026,7,July,Wednesday,203,Dry season
2026-07-23,6.983333333333333,11.8625,38.0,0.0,0.1170833333333333,20.9375,91.29166666666669,17.9,4.084583333333334,122.0,1006.6541666666668,129.08333333333334,38.0,Good,2026,7,July,Thursday,204,Dry season
2026-07-24,8.0,13.333333333333334,46.0,0.0,0.12,21.154166666666665,89.0,7.9,3.752083333333333,103.0,1008.125,171.58333333333334,44.0,Good,2026,7,July,Friday,205,Dry season
2026-07-25,4.420833333333333,7.170833333333333,44.0,0.0,0.1004166666666666,21.729166666666668,85.20833333333333,4.1,2.504583333333333,102.79166666666669,1007.4125,143.375,24.0,Good,2026,7,July,Saturday,206,Dry season
2026-07-26,5.946153846153846,9.984615384615385,29.0,0.0,0.1184615384615384,20.791666666666668,82.16666666666667,2.3000000000000003,2.5933333333333333,155.41666666666666,1008.1708333333336,161.79166666666666,33.0,Good,2026,7,July,Sunday,207,Dry season
2026-07-27,,,,,,20.625,71.79166666666667,0.5,2.34875,151.41666666666666,1008.9208333333332,192.375,,Unknown,2026,7,July,Monday,208,Dry season
2026-07-28,,,,,,20.04583333333333,74.25,0.7000000000000001,2.9458333333333333,160.25,1009.35,202.5,,Unknown,2026,7,July,Tuesday,209,Dry season
