historical_start_date,historical_end_date,historical_days,mean_pm25,median_pm25,maximum_pm25,minimum_pm25,mean_aqi,good_aqi_days,moderate_aqi_days,live_forecast_days
2021-01-01,2024-07-10,1287,5.818881424226884,5.5008726,20.23964,0.4457661,31.385392385392386,1149,138,7
